SEED,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,YEAR
NA,Bryant,ind,29,8,93.4,114,0.088,46.3,53.2,21.5,20.7,27.1,36.4,30.8,35.5,44,50.6,32.9,38.2,61.3,-15,NA,2009
NA,Southeast Missouri St.,OVC,29,2,94.9,116,0.087,47,52.8,21.6,16.3,28.9,37.3,36.5,34.3,46.6,51.7,32,36.6,70,-21,NA,2009
NA,Fairleigh Dickinson,NEC,30,7,90.7,112,0.077,45.6,53,24.4,20.7,32.2,39,42.4,31.9,46.9,52,28.1,37,68.7,-1,NA,2009
NA,Alabama A&M,SWAC,24,7,86.5,107,0.075,42.8,49.6,22.4,25.3,31.2,38.4,39.5,42,43.9,49.5,26.8,33.2,69.2,-1,NA,2009
NA,Kennesaw St.,ASun,28,6,88.1,111,0.063,43.8,52.8,22.1,23.3,33.4,39.9,23,41.7,41.8,52.2,31.4,36.2,62.5,-18,NA,2009
NA,Sacramento St.,BSky,29,2,89.1,113,0.059,45.4,55.6,22.8,18.5,26.4,34.8,35.4,35.7,41.7,54.4,36.1,38.6,63.7,-21,NA,2009
NA,Winston Salem St.,ind,28,6,83.9,107,0.055,42.4,51.2,25.3,24.4,31.3,35.3,34.3,43.4,42.5,51.3,28.2,33.9,67.3,-17,NA,2009
NA,Alcorn St.,SWAC,28,4,90.4,117,0.048,44.8,53.5,19.7,20,25,39.6,36.1,37.5,42.2,54.5,33.7,34.2,73.5,-20,NA,2009
NA,Grambling St.,SWAC,28,5,89,116,0.042,45.9,52.9,23.1,19.1,29.1,35.3,33.1,36,44.6,52.1,32.3,36.3,63,-1,NA,2009
NA,North Carolina Central,ind,29,3,85.2,113,0.035,42,55.8,24.2,23.1,27.8,40.6,30.8,41.2,40.5,57.8,30.2,34.2,69.5,-19,NA,2009
NA,NJIT,ind,31,1,73.2,106,0.013,38.5,49.1,27.4,21.6,29.3,33,30.6,45,39.3,45.2,24.8,37.7,65.1,-26,NA,2009
1,Duke,ACC,40,35,121,89.1,0.973,50.5,43.7,16.5,21.3,40.7,32.3,37.9,34.1,46.9,44.1,38.5,28.3,64.8,8.43,Champions,2010
1,Kansas,B12,36,33,121,91,0.963,55.1,43.2,18.7,20,38.4,31.7,41.3,31.4,52.7,40.1,40.4,33.1,67,11.7,R32,2010
1,Syracuse,BE,35,30,118,91.4,0.952,57.6,45.9,21.4,22,37.1,34.3,36.9,25.6,57.1,46.2,39.1,30.2,69.5,7.55,S16,2010
1,Kentucky,SEC,38,35,115,89.1,0.952,53,43.1,20.3,19.7,40.9,31.8,43.6,29.7,54.5,41.1,33.1,31.3,68.1,8.72,E8,2010
2,Ohio St.,B10,37,29,118,92.8,0.94,56.1,47.1,17.5,21.8,29.5,29.4,35.8,26.4,54.8,45.1,39,33.7,64.5,5.68,S16,2010
2,Kansas St.,B12,36,28,116,92,0.94,50.6,46.8,19.9,23.5,40.6,34,50.3,47.3,49,45.2,36.1,33.7,68.9,6.76,E8,2010
3,Baylor,B12,35,27,120,95.3,0.936,54.4,44.5,20.3,17.8,38.2,33.2,36.1,34.2,53,41.3,38.1,33.7,64.1,5.59,E8,2010
2,West Virginia,BE,38,31,117,92.8,0.936,48.9,46.9,18.3,20.6,42,32.1,39.6,39.1,48,46.1,33.7,32.4,62,84,F4,2010
4,Wisconsin,B10,33,24,116,92.1,0.935,51.4,46.8,14.5,19.9,30.2,26.4,32.5,36,50,45.1,35.7,34.3,58.8,3.81,R32,2010
4,Purdue,B10,35,29,109,87.7,0.926,49.1,44.8,16.3,23.4,29.4,31.8,38.6,36.8,49.7,41.6,31.8,35.4,66,6.57,S16,2010
7,BYU,MWC,35,29,117,94.6,0.924,54.9,46.6,15.9,22,30.8,28.1,38.9,36.4,51.3,44.6,41.4,33.8,70.3,4.11,R32,2010
5,Texas A&M,B12,33,23,112,91.1,0.916,49.6,46.7,18.4,20.6,33.5,29.7,48.4,35.4,49,44.9,33.8,33.6,64.6,4.31,R32,2010
8,California,P10,35,24,120,97.8,0.916,53.3,48.3,17.7,18.7,34.7,31.1,35.4,33.3,52,48.8,37.4,31.6,66.8,1.73,R32,2010
5,Butler,Horz,38,33,109,89.6,0.912,51,46.6,18.7,21.6,30.4,27.4,46.9,34.6,50.9,46.1,34.2,31.7,62.9,4.61,2ND,2010
4,Maryland,ACC,32,23,118,96.7,0.91,51.8,45,16.3,21.3,35.3,36.8,33.9,29.6,49.9,42.2,38.6,34,68.8,3.32,R32,2010
3,Georgetown,BE,34,23,116,95.9,0.906,55.7,47.4,20.9,19.7,33.1,32.2,37,33.4,54.7,46,38.7,33.4,65.2,4.31,R64,2010
7,Clemson,ACC,32,21,111,91.5,0.905,51.1,46.4,21.4,24.6,36.5,33.5,34.8,35.4,50.9,47.3,34.2,29.4,68,1.53,R64,2010
6,Xavier,A10,35,26,116,95.8,0.905,52.2,45.6,18,17.8,35.2,29.9,41.9,32.9,50.1,46,37.7,29.8,68.3,2.92,S16,2010
5,Temple,A10,35,29,108,89,0.904,49.1,43,16.8,18.1,32.4,27.9,27.4,26.9,48.4,43.1,33.7,28.5,60,5.41,R64,2010
2,Villanova,BE,33,25,117,96.6,0.904,52.2,47.4,18.9,21.1,37.7,32,43.9,49.1,50.3,45.5,37.3,33.6,70.8,5.51,R32,2010
10,Missouri,B12,34,23,112,92.3,0.903,50.1,45.9,17.8,27.1,34.7,38.1,33.9,38.9,47.6,45.2,36.8,31.7,69.1,1.63,R32,2010
8,Texas,B12,34,24,114,94,0.902,51.1,44.9,18.3,20.4,38.9,32.1,40.7,35.2,50.9,43.6,34.5,32.2,71.2,3.82,R64,2010
5,Michigan St.,B10,37,28,113,93.7,0.9,51.6,46.6,21,18.8,39.8,28.4,36.9,31.4,51.6,45.1,34.4,32.8,65.3,3.52,F4,2010
12,Utah St.,WAC,34,26,116,96.1,0.898,55.1,46.1,16.3,17.6,33.4,27,29.6,29.7,52,44.7,41.6,32.5,60.3,-0.2,R64,2010
11,Minnesota,B10,35,21,114,94.7,0.898,53.1,46.5,19,21.3,33.4,32.5,33.9,32.8,50,43.6,39.9,34.1,65.6,-0.4,R64,2010
6,Marquette,BE,34,22,115,95.5,0.897,52.8,49.7,15.9,22,31.2,33,34.9,29.4,47.9,50,41.3,32.5,62.5,1.73,R64,2010
9,Northern Iowa,MVC,35,30,109,90.7,0.896,49.6,46.6,17.9,20.4,30.7,26.8,37,28.8,47.5,44.7,35.4,33.3,58.7,3.91,S16,2010
11,Washington,P10,36,26,113,93.7,0.895,49.7,46.5,17.5,22,36.9,32.2,40.9,44.6,49.5,45.9,33.6,32.1,71.7,1.24,S16,2010
7,Oklahoma St.,B12,33,22,114,95.1,0.893,52.4,48.1,18.4,19.4,29.1,27.9,36.5,37.2,52.5,45,34.9,36.1,66,1.83,R64,2010
6,Notre Dame,BE,35,23,120,100,0.888,53.7,49.3,16,15.9,34.7,30.5,38.1,27.8,51.3,47.8,38.8,34.9,63.1,0.44,R64,2010
10,Georgia Tech,ACC,35,22,109,91.7,0.888,50.3,44.3,23.2,21.3,38.3,33.7,37.7,34.8,49,42.8,35.8,31.3,68.1,1.43,R32,2010
9,Florida St.,ACC,32,22,104,87.3,0.888,50.5,43.5,24.3,23.6,38.1,32.4,38.6,34.8,50.7,40.3,33.5,32.8,65.6,2.82,R64,2010
6,Tennessee,SEC,37,28,109,91.5,0.887,50.6,45.2,18.9,23.1,33.5,32.3,35.6,40.7,51.8,45.7,32,29.7,67.5,3.91,E8,2010
8,UNLV,MWC,33,24,111,93.3,0.886,52.2,45.8,17.2,22.7,29,30.8,30.9,47.2,53.4,43.2,33.3,33.7,66.2,14,R64,2010
12,UTEP,CUSA,33,26,108,90.9,0.883,52.8,44.6,18.7,22.3,28.9,30.2,39.6,43.2,53.4,43.4,34.3,31.3,67.8,2.32,R64,2010
3,Pittsburgh,BE,34,25,111,93.7,0.883,49.6,44.6,19.4,16.9,37,31.1,42.8,33.8,48.9,43.6,34.3,31.4,60.9,3.72,R32,2010
NA,Dayton,A10,37,25,107,90.3,0.878,50.6,44.7,21.3,20.7,34.3,27.4,38.5,40.8,50,44,34.5,30.7,65.1,-2,NA,2010
8,Gonzaga,WCC,33,26,112,95,0.874,54,46.8,18.6,18.2,32,28.6,49.2,34.2,54.4,44.8,35.5,33.9,67.8,2.62,R32,2010
11,Old Dominion,CAA,36,27,108,91.3,0.874,48.8,45.5,20.1,22.4,42.4,30.2,30.3,29.7,49.2,45.8,31.7,30,62.1,0.84,R32,2010
4,Vanderbilt,SEC,32,23,114,96.5,0.872,52.6,47,19.3,19.2,32.6,35.1,48.3,34.5,51.5,45.2,36.9,33.9,68.1,3.32,R64,2010
NA,Mississippi St.,SEC,36,24,110,94,0.867,51.4,44,18.5,16.6,30.6,30.5,35.3,24.8,49.5,41.8,35.8,32.5,66.2,0.14,NA,2010
10,Saint Mary's,WCC,33,27,115,98.6,0.864,55.3,46.1,17.1,16,34.3,31.1,32.7,30.2,52.2,46.3,40.6,30.2,66.1,23,S16,2010
NA,Arizona St.,P10,33,22,110,94.5,0.863,53.4,45.6,19.1,20.8,28.3,31,38,34.8,51.9,44.5,36.9,31.7,60.9,0.15,NA,2010
11,San Diego St.,MWC,32,23,111,95.3,0.858,51.7,46.9,20.8,20.6,40.1,31.9,41,31.6,53.5,43.1,31.8,36.1,62.7,1.43,R64,2010
3,New Mexico,MWC,35,30,114,98.5,0.854,50.6,49.5,16.2,19.9,35.4,27.2,44.9,35,47.8,49.1,36.9,33.3,66.9,51,R32,2010
NA,Virginia Tech,ACC,34,25,108,93,0.853,46.6,44.6,17.7,22.1,35.6,34,42.9,35.1,46.8,44.4,30.7,30,66.6,2.33,NA,2010
9,Louisville,BE,33,20,114,98.6,0.852,51.4,48.5,20,22.3,39.8,36.9,35.7,41,51.9,46.7,33.7,34.7,65.8,-0.1,R64,2010
7,Richmond,A10,35,26,109,93.9,0.848,51.1,44.2,16.9,22.7,26.5,35.8,32.4,36.2,49.9,43.8,35.5,30.1,62.3,2.72,R64,2010
12,Cornell,Ivy,32,27,118,101,0.844,56.5,48.1,18.6,20.7,32.1,29.9,29.1,38.5,51.1,46.6,43.2,34.3,64.2,23,S16,2010
10,Florida,SEC,34,21,113,98.2,0.839,49.4,48.4,18.5,20.3,37,32.8,33.4,27.7,50.6,48.3,31.3,32.5,64.1,0,R64,2010
NA,VCU,CAA,36,27,113,98.6,0.838,52.2,46.9,17.9,20.8,36.4,33.7,35.3,30.6,50.9,47.5,36.6,30.2,67.8,-2.5,NA,2010
NA,Memphis,CUSA,34,24,115,100,0.838,53.6,46.5,17.1,22.4,32.1,36.3,44.4,41.2,50.6,45.4,38.8,32.9,65.2,-0.8,NA,2010
NA,Mississippi,SEC,35,24,112,97.8,0.838,51.6,46.4,17,19.8,34.7,33.2,33.4,38.2,50.3,44.6,36.1,33.4,68.3,0.44,NA,2010
9,Wake Forest,ACC,31,20,107,93.6,0.831,47,43.8,21.1,19.1,38.8,33.7,40.8,38.5,47.2,43.8,30.8,29.2,68.5,14,R32,2010
NA,Illinois,B10,36,21,109,95,0.831,50.1,46.4,18.1,17.7,32.2,30.2,27.3,31.8,49.8,45.2,34,32.1,66.4,-0.8,NA,2010
NA,Connecticut,BE,34,18,107,93.8,0.828,48.2,44.2,21.8,18.1,38.7,35.2,44.2,26.6,48.6,42.8,31,31.6,67.2,-2.4,NA,2010
NA,St. John's,BE,33,17,107,94.4,0.824,47.3,48.1,18.7,20.4,35.5,30.8,31.6,34.9,46.1,45.7,33.5,35.9,64.3,-2.3,NA,2010
NA,Miami FL,ACC,32,19,113,99.2,0.822,52.7,46.6,21,20,34.6,32.2,37,36.2,51.9,45.2,35.9,32.9,64.6,-2,NA,2010
NA,Alabama,SEC,32,17,108,95.5,0.815,49,47.7,19.5,21.2,35,34.2,34.3,36.5,47.6,47.7,35,31.8,63.8,-4,NA,2010
NA,UAB,CUSA,34,25,104,92.1,0.814,47.1,45.1,20.3,21.4,35.7,28.2,45.7,37.6,47.4,44.4,31.1,31.3,64,0,NA,2010
NA,USC,P10,30,16,98.1,86.6,0.808,46.1,43.2,22.8,19.9,34.2,29.7,35.5,37.9,46.6,41,29.7,32.3,61.4,-3.7,NA,2010
NA,Seton Hall,BE,32,19,113,100,0.807,49.5,47.4,14.7,19.1,36,37.4,33.3,35.6,49.3,46.9,33.3,32.3,69.6,-0.5,NA,2010
NA,Wichita St.,MVC,34,24,109,96.9,0.8,50.9,47.8,20.4,21.3,34.3,26.5,37.6,42.8,49.3,46.4,35.9,33.9,64.3,-0.3,NA,2010
NA,Rhode Island,A10,36,26,113,100,0.797,49.8,50.9,15.8,22.4,35.3,36,33.5,30,49.7,50.7,33.3,34.2,67,0.44,NA,2010
NA,Boston College,ACC,31,15,111,99.4,0.796,49.1,47.9,19.3,17.8,38.5,31.7,30.5,31,49.2,48.9,32.6,30.2,64.2,-4.5,NA,2010
13,Siena,MAAC,34,27,108,96.6,0.796,49.3,48,17.4,21.6,35.5,29.5,38.7,21.4,49.7,47.4,32.1,32.8,69.3,1.14,R64,2010
13,Murray St.,OVC,34,29,107,95.6,0.795,55.2,44,21.5,23.8,39.2,32.8,42,34.7,54.3,41,38.1,34,65.5,0.24,R32,2010
NA,Cincinnati,BE,35,19,106,95.1,0.792,47.6,47.2,19.4,18,38.3,29.4,32.2,36,49.5,45.1,29.1,34,65.1,-1.6,NA,2010
NA,Wright St.,Horz,32,20,108,97.1,0.782,51.4,49.4,18.5,24.8,31.6,30.1,34.1,44.2,49.2,47.5,36.6,35.5,61.8,-3.9,NA,2010
NA,Iowa St.,B12,32,15,107,96.1,0.781,49.9,47.3,19.7,17.9,33,31.6,36.9,27.1,47.3,45.9,37.3,33.4,67.6,-4.1,NA,2010
NA,North Carolina,ACC,37,20,106,95.7,0.781,48,47.1,20.8,18.8,39,32.7,37.3,24.5,47.6,44.9,32.8,34.3,70.2,-2.7,NA,2010
NA,Texas Tech,B12,35,19,108,97.4,0.78,48.5,47.8,18.5,19.8,32.1,35,42.8,41,46.1,47.4,37.1,32.4,70.4,-1.9,NA,2010
NA,Missouri St.,MVC,36,24,111,100,0.779,51.2,49.3,17.3,19.7,33.2,27.6,36.3,36.8,49.3,46,36.6,37.6,64.4,-4.3,NA,2010
NA,South Florida,BE,33,20,107,96.2,0.776,47.9,47.4,19.2,18.1,34.3,34.1,45.3,32.9,49.9,47.2,28.3,31.9,63.8,-1,NA,2010
NA,North Carolina St.,ACC,36,20,105,95.1,0.774,48.3,46.3,19.9,20,33,34.4,36.6,36.6,47.6,46.3,33.3,30.9,63.9,-2.5,NA,2010
NA,Michigan,B10,31,14,106,96.1,0.773,47.5,50.1,16.3,22.8,29.2,34.7,28.7,25.9,49.8,50.5,29.7,32.8,61.6,-4.7,NA,2010
NA,Marshall,CUSA,31,21,109,99.5,0.758,51.7,45.3,18.3,17.8,33.9,32.9,46,36.4,50.5,43.9,36.3,32.6,68.4,-1.8,NA,2010
NA,Colorado,B12,29,13,113,103,0.754,53.4,51.7,19.2,21.6,23.6,37.9,44.5,46.8,51.5,51.9,38.2,34.2,66.9,-4.5,NA,2010
13,Wofford,SC,34,25,104,95,0.754,49.1,46.5,18.3,21.3,33.6,29.2,44.1,35.7,47.7,46.8,34.8,30.6,63,-1.7,R64,2010
NA,Nevada,WAC,33,20,113,102,0.752,53.4,48.7,16.7,15.7,32,32.2,34.3,31.8,53,47.1,36.3,35.2,68.2,-3.8,NA,2010
NA,Georgia,SEC,31,14,111,100,0.751,50.1,48.4,22.8,17.9,38.2,32.7,38.5,32.3,48.6,47.6,36.6,33.5,63.7,-5.1,NA,2010
NA,Tulsa,CUSA,34,22,107,98,0.738,50.1,44.1,19.7,15.1,33.8,27.9,46.8,36.4,49.1,43.3,35.4,31,65.5,-1.4,NA,2010
NA,Northeastern,CAA,33,20,105,96.2,0.738,50,46.2,18.8,22.5,30.7,36.7,34.7,28.9,49.5,44,34.1,34.4,60.1,-4.2,NA,2010
NA,Providence,BE,31,12,117,107,0.736,49.3,52,17.1,18.2,41.5,37.3,33.9,38.2,49.2,52.2,33,34.3,72.9,-6.9,NA,2010
13,Houston,CUSA,34,18,112,103,0.735,48.1,51.2,12.4,23.1,30.5,38.5,33.9,39.6,45.2,51.7,35.6,33.4,71.1,-6.2,R64,2010
NA,Northwestern,B10,34,20,114,104,0.732,52.1,48.3,17.3,20.3,30.8,34.1,35.1,41.7,50.6,48.8,35.7,31.7,62.2,-1.9,NA,2010
NA,South Carolina,SEC,31,15,106,97.5,0.727,47.3,49.3,17.4,23.2,33.1,37.9,29.1,39.2,47,48.4,32,34.6,68.6,-4,NA,2010
NA,Auburn,SEC,31,14,110,101,0.727,51.1,51.8,19.3,21.2,32.5,32.2,36.7,38.3,52.6,51.1,32.8,35.5,69.1,-7,NA,2010
NA,Virginia,ACC,31,15,105,97.4,0.721,47.8,49,16.8,18.6,30.1,28.8,30,30.5,45.8,47.3,34.9,35.2,61.4,-4.3,NA,2010
NA,Saint Louis,A10,35,22,100,92.1,0.721,49.6,44,20.3,21.1,26.9,32.8,35.5,33.7,50.6,44.3,32,28.9,62.2,-2.9,NA,2010
NA,Nebraska,B12,33,15,106,98.5,0.719,50.2,50,19.3,21.5,29.5,29.6,37.5,41.6,46,46.5,39.7,37.3,62.8,-5,NA,2010
14,Sam Houston St.,Slnd,29,21,110,101,0.718,53.7,50.2,18.8,21,33.6,30.1,38.7,41.2,51.9,50.4,37.6,33.3,68.7,-2.3,R64,2010
NA,Arizona,P10,31,16,108,99.7,0.717,50.1,48.7,20.1,18.4,29.6,31.5,44.3,38.3,48.4,49.5,35.8,31.4,67.5,-3.6,NA,2010
NA,Portland,WCC,30,19,109,101,0.711,53.6,50.8,20.2,21.2,34.1,31.7,37.3,36.9,48.8,49.7,41.3,35.2,62.9,-2.5,NA,2010
NA,Pacific,BW,35,23,105,97.4,0.71,50.1,46.6,17.9,18.4,32.6,28.9,35.6,37.9,49.3,43.7,34.4,34.9,60.1,-5.6,NA,2010
NA,Oklahoma,B12,31,13,111,103,0.706,50.1,52.1,18,17.5,29.5,30.5,34,29.8,48.4,49.1,35,38.9,65.1,-5.2,NA,2010
NA,Southern Miss,CUSA,30,16,103,96.3,0.7,44.8,46.9,19.2,20,36.8,27.7,40.1,41.7,43.5,47.4,32.2,30.7,60.8,-5.2,NA,2010
NA,Illinois St.,MVC,33,22,106,98.7,0.7,50.1,48.7,19.9,20.7,34.4,27.9,40.4,31.4,50.7,47.2,32.7,34.2,64.4,-2.5,NA,2010
NA,Penn St.,B10,31,11,108,100,0.697,49.9,50.5,18.5,16.1,30.1,25.5,33.2,29.1,49,48.1,34.3,36.3,62.2,-8.3,NA,2010
NA,Stanford,P10,32,14,106,99.5,0.696,49.2,50.1,17.9,19.5,29.7,30.3,37.2,36.8,47.3,50.2,35.4,33.3,66.4,-6.9,NA,2010
NA,Kent St.,MAC,33,23,105,98.3,0.695,48.2,48.4,17.6,22.5,32.2,30.7,39.2,37.8,48.4,48.5,31.8,32.1,66.8,-2,NA,2010
14,Ohio,MAC,36,21,107,100,0.693,49.4,46.8,18.1,21.6,31.2,34.2,41.1,35.7,46.4,47.1,36.5,30.7,68.7,-7.6,R32,2010
NA,Morehead St.,OVC,33,22,105,98.7,0.683,51.1,49.7,22.6,23.5,39.4,26.7,36.5,45.7,47.5,47.1,38.5,36.2,64.4,-4.7,NA,2010
NA,Charlotte,A10,31,19,108,101,0.679,47.4,47.1,19.1,17.7,35.5,32.9,42.5,32,47.8,47.7,31.1,30.7,66.9,-2.3,NA,2010
NA,IUPUI,Sum,34,23,108,102,0.678,54.9,49.6,21.1,21.1,32.7,32.7,42.8,30.1,54.1,48,38,35.1,64.7,-4.3,NA,2010
NA,Creighton,MVC,34,18,108,101,0.675,50.1,47.8,18.3,17.6,30.6,30.6,37.1,37,49.9,46.3,33.6,33.7,65.6,-6.2,NA,2010
NA,UCLA,P10,32,14,107,100,0.674,52.6,50.9,21.8,20,30.4,32.4,36.6,32.7,54.7,49.1,32.5,36.3,63.8,-6.6,NA,2010
NA,Bradley,MVC,31,16,107,100,0.672,49.6,47.4,18.4,18.6,28.4,33.2,37.8,30.5,47.8,48.3,35.6,30.8,64.7,-5.4,NA,2010
NA,Washington St.,P10,30,15,108,101,0.666,49.9,51.2,20.7,20.3,35.5,32.8,45.5,34.3,49,50.2,34.7,35.3,66,-5.6,NA,2010
NA,Arkansas,SEC,32,14,106,100,0.659,50,49.3,19,20.3,30.7,34.5,42.1,35,49.1,46.1,34.7,37.2,69.7,-7.9,NA,2010
NA,Akron,MAC,34,23,105,100,0.656,49.3,47.1,19.9,20.8,37.4,33.3,36.6,41.5,48.2,46.3,34.2,32.6,64.9,-3.8,NA,2010
NA,Iona,MAAC,31,21,100,94.7,0.651,48.8,45.1,20.3,24.3,29.7,32.9,37.3,47.3,45.1,43.3,36.7,32.6,64.4,-3.6,NA,2010
NA,George Washington,A10,31,16,103,98.3,0.65,47.8,48.3,20.5,21.7,37.2,30.8,39.2,42.8,47.2,45.6,33,35,67,-6.2,NA,2010
12,New Mexico St.,WAC,33,21,111,105,0.644,53.2,51.1,17.8,18.5,29.9,34.2,38,32,51.4,49.8,37.5,35.7,70.2,-2.2,R64,2010
NA,Oregon,P10,32,16,105,100,0.64,47.9,51.5,18.7,21.3,35.4,32.1,33.4,39.8,46.7,50.4,33.9,35.6,66,-5.9,NA,2010
NA,Southern Illinois,MVC,29,14,106,101,0.64,51.7,49.7,20.1,20.7,30.1,28.8,37.4,45.6,50.9,49.2,35.5,33.8,66.1,-7.5,NA,2010
NA,Fairfield,MAAC,34,23,106,101,0.639,48.3,48.3,19.5,21.8,36.3,34.3,35,34.3,47.4,45.1,33.5,37,65.3,-3.8,NA,2010
NA,Hofstra,CAA,33,18,102,97.7,0.631,45.1,44.2,19.7,19,37.3,31.8,31.5,49.5,43.9,44.4,32.3,29.2,68.8,-7.2,NA,2010
NA,Harvard,Ivy,28,20,107,102,0.63,53.8,47.5,22.4,21.7,30.9,30.6,44.8,41.6,53.6,45.8,36.1,34.1,67.1,-1.9,NA,2010
NA,Louisiana Tech,WAC,35,24,104,99.4,0.629,50,49.3,19.1,19.6,35,31.8,37.4,28.4,49.8,47.6,33.8,35.4,67.3,-2.4,NA,2010
NA,William & Mary,CAA,32,21,108,103,0.627,50.5,47.6,17.7,16.8,30.1,33.5,36.7,31.4,48.7,46.5,35,33,60,-1.5,NA,2010
NA,Boston University,AE,35,21,104,99.5,0.623,48.4,46.8,19.1,20.6,29.9,30.6,38.2,42.4,44.1,45.9,36.4,32.2,69.8,-7.3,NA,2010
NA,Milwaukee,Horz,32,18,106,101,0.623,49.9,49.2,20.6,17,31.8,27,43,33.6,48.4,50,34.6,31.8,65.9,-6.2,NA,2010
NA,Princeton,Ivy,30,21,98.2,94,0.622,50.3,44.4,22,23.4,29.4,28.7,33.1,37.4,48.8,42.4,35.2,33.3,58.5,-3.8,NA,2010
NA,Niagara,MAAC,33,18,105,101,0.619,47.2,46.4,17.5,21,33.2,36.8,37.3,33.3,46.5,47,32.1,30,68.2,-8.7,NA,2010
NA,Oregon St.,P10,32,14,99.8,95.6,0.618,47.6,48.9,23.5,22.5,32,31.5,42.7,33.9,49,50.1,29.5,31.1,61.1,-7.2,NA,2010
NA,Green Bay,Horz,33,20,107,102,0.618,49.7,49.4,19.1,20.4,32.2,34.7,34.6,36.3,46.6,49.1,37.3,33.4,63.4,-5.3,NA,2010
14,Montana,BSky,30,20,105,101,0.618,54.2,47.6,19.1,19.5,30.2,29.6,36.8,38.8,51.9,44.8,39.3,36,61.6,-4.5,R64,2010
NA,Belmont,ASun,31,19,103,99.6,0.618,52.1,45.7,23.4,20.5,34.9,34.1,43.3,37.2,52.4,45.9,34.4,30.3,68.5,-6.9,NA,2010
NA,Utah,MWC,31,14,101,97.6,0.617,48.5,44.7,20.4,17,27.9,31.3,40.5,44.1,48.8,44.4,31.9,30.2,65.1,-7.7,NA,2010
NA,Western Kentucky,SB,34,21,106,102,0.615,51.3,49.8,19.4,20.7,34.2,30.8,35.4,29.9,51.5,49.9,33.9,33.1,64.2,-7.3,NA,2010
NA,Weber St.,BSky,29,18,107,103,0.608,51.3,49.7,18.1,19.7,33.4,29.3,40.9,41.8,49.8,47.5,35.7,36.4,67.2,-4.3,NA,2010
NA,St. Bonaventure,A10,30,14,106,102,0.601,50.7,50.1,21.2,19.3,33.4,31.4,36.2,38.9,50.6,49.9,34.1,33.8,66.4,-7.4,NA,2010
NA,SMU,CUSA,29,12,106,103,0.598,51.6,50.2,21.7,18.4,33.2,29.5,42,31.7,50.8,47.4,35.4,36.3,60.6,-9.7,NA,2010
NA,Appalachian St.,SC,34,22,108,105,0.597,54.1,48.9,21.7,15.6,35.2,27.3,40.3,32.7,50.9,46.5,40,35.1,65.3,-5.4,NA,2010
NA,Northern Colorado,BSky,31,23,104,100,0.595,51.4,50,18.5,23.4,29.8,29.9,47.7,40.8,47.8,47.5,38.2,36.2,67.2,-3.5,NA,2010
NA,Detroit,Horz,33,19,100,97.2,0.594,49.9,47.5,22.3,21.9,34.8,30.3,47.1,35.9,49.9,47.3,33.2,31.9,67.4,-6.9,NA,2010
15,UC Santa Barbara,BW,29,19,100,97.4,0.593,50.7,48,22.6,22,27.6,32.5,45.4,39.4,47.5,48.9,37.6,31,65.9,-4,R64,2010
NA,College of Charleston,SC,34,22,110,107,0.587,53.7,49.4,16.2,19,25.4,39.4,21,31.3,52.3,48.8,37.1,33.9,68.2,-5.2,NA,2010
NA,Western Carolina,SC,31,19,105,102,0.58,50.9,51.6,20,23.9,33.9,32.2,34.9,54.2,49.1,52,35.9,33.9,68.3,-5.3,NA,2010
14,Oakland,Sum,33,24,107,104,0.578,49,50.3,19.7,18.4,36.9,31.1,41.1,32.4,49.8,50,31.6,33.9,68.8,-0.9,R64,2010
NA,Duquesne,A10,31,15,103,100,0.577,47.3,47.9,20,22.8,32.8,37.5,38.1,35.3,51.7,45.9,26.1,34.4,69.1,-5.9,NA,2010
NA,Coastal Carolina,BSth,31,24,101,99.1,0.576,51.5,43.9,19.1,20.4,36.4,32.7,36,29.6,51.1,44.7,35,28.2,62.9,-3.6,NA,2010
NA,Drake,MVC,33,14,108,105,0.574,51.9,52.9,15.9,19.5,21.2,32,34.1,31.7,47.9,51.8,38.1,36.5,62.8,-10,NA,2010
NA,Indiana St.,MVC,31,16,103,101,0.567,48.6,47.2,19.6,17.3,27.3,33.5,35.9,36.4,46.2,45.7,34.9,33.5,64.3,-6.1,NA,2010
NA,Long Beach St.,BW,31,15,101,98.7,0.565,47.7,49.4,20.2,21.1,31.4,34.2,38.5,33,47.7,50,31.8,32,69,-7.2,NA,2010
NA,Stephen F. Austin,Slnd,29,20,102,100,0.563,48.9,48.5,19.8,22.8,36.7,30,35.2,41.4,47.5,47.6,35.8,33.7,58.9,-5.3,NA,2010
16,Vermont,AE,35,25,103,101,0.562,48.2,45,20.5,20.2,36.3,33.6,49.4,34.6,48.5,43.7,31.7,32,66.4,-4.9,R64,2010
NA,Cleveland St.,Horz,31,14,106,104,0.561,49,52.1,18.4,23.2,28.7,35.3,34.5,50.7,47.8,48.7,34.1,39.8,64.3,-8.3,NA,2010
NA,TCU,MWC,30,11,106,104,0.553,51.6,53,21,18.5,27.7,30.8,33.5,41.8,50.1,53.8,35.9,34.2,63,-9.5,NA,2010
NA,Western Michigan,MAC,32,17,105,104,0.547,48,47.9,20.3,19.8,36.5,33.3,41.4,34.6,47.8,45.8,32.3,34.9,66.1,-8.6,NA,2010
